"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20091",1906455,63,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1906475,62,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1906475,63,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1907555,46,0,"1","100","D",.,"A",27,"D","2","D"
"20091",1909265,56,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1910415,39,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1910475,51,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1911815,40,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1911945,57,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1913095,47,0,"1","100","D",0.25,"D",613,"D","2","D"
"20091",1913475,52,0,"1","100","D",.,"A",500,"D","2","D"
"20091",1913905,43,0,"1","100","D",.,"A",65,"D","2","D"
"20091",1914335,80,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1914375,48,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1914435,49,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1914915,51,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1914995,60,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1915065,34,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1915855,41,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1917625,33,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1918405,38,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1919105,48,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1919385,34,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1921945,26,0,"1","100","D",.,"A",110,"D","2","D"
"20091",1923025,59,0,"1","100","D",.,"A",129,"D","2","D"
"20091",1925105,62,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1926105,61,0,"1","200","D",.,"A",650,"D","2","D"
"20091",1926855,79,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1927395,73,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1927625,47,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1931584,56,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1931934,53,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1932294,48,0,"1","100","D",.,"A",77,"D","2","D"
"20091",1932294,49,0,"1","100","D",.,"A",54,"D","2","D"
"20091",1932494,47,0,"1","100","D",.,"A",160,"D","2","D"
"20091",1933495,56,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1933914,67,0,"1","150","D",.,"A",167,"D","2","D"
"20091",1934714,43,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1935174,42,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1935294,55,0,"1","100","D",.,"A",100,"D","2","D"
"20091",1937084,45,0,"1","100","D",0.45,"D",265,"D","2","D"
"20091",1937804,51,0,"1","200","D",1,"D",0,"D","2","D"
"20091",1939504,62,0,"1","100","D",.,"A",301,"F","2","D"
"20091",1940144,46,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1942914,39,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1943074,61,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1943214,62,0,"1","110","D",.,"A",240,"D","2","D"
"20091",1944664,37,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1945444,51,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1947014,50,0,"1","100","D",.,"A",135,"D","2","D"
"20091",1947494,65,0,"1","100","D",.,"A",267,"D","2","D"
"20091",1948294,61,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1948405,38,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1948854,38,0,"1","100","D",.,"A",500,"D","2","D"
"20091",1948924,52,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1949244,56,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1949794,67,0,"1","110","D",0.5,"D",75,"D","2","D"
"20091",1949794,68,0,"1","100","D",.,"A",100,"D","2","D"
"20091",1951513,46,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1951763,47,0,"1","100","D",.,"A",253,"D","2","D"
"20091",1952033,60,0,"1","100","D",0.3,"D",2100,"D","2","D"
"20091",1952243,22,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1952393,62,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1953713,46,0,"1","110","D",.,"A",370,"D","2","D"
"20091",1953883,43,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1954693,84,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1956293,46,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1957213,57,0,"1","180","D",.,"A",80,"D","2","D"
"20091",1957343,56,0,"1","100","D",.,"A",20,"D","2","D"
"20091",1957713,59,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1959233,46,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1959233,47,0,"1","200","D",.,"A",.,"A","1","D"
"20091",1961153,58,0,"1","110","D",.,"A",220,"D","2","D"
"20091",1961783,72,0,"1","100","D",.,"A",798,"D","2","D"
"20091",1963093,61,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1963613,37,0,"1","100","D",1,"D",0,"D","2","D"
"20091",1964013,50,0,"1","100","D",.,"A",280,"D","2","D"
"20091",1964284,38,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1964643,66,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1965363,65,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1965363,66,0,"1","160","D",.,"A",.,"A","1","D"
"20091",1966603,39,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1966885,51,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1967113,34,0,"1","100","D",.,"A",40,"D","2","D"
"20091",1967693,79,0,"1","110","D",.,"A",160,"D","2","D"
"20091",1968423,40,0,"1","100","D",.,"A",26,"D","2","D"
"20091",1970163,63,0,"1","100","D",.,"A",60,"D","2","D"
"20091",1972713,49,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1972813,29,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1973203,33,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1973412,49,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1974122,33,0,"1","110","D",.,"A",90,"D","2","D"
"20091",1974182,26,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1974223,25,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1975845,28,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1976883,30,0,"1","100","D",.,"A",574,"D","2","D"
"20091",1977262,39,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1977812,61,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1978132,49,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1979262,33,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1979262,34,0,"1","150","D",.,"A",.,"A","1","D"
"20091",1979712,67,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1980025,48,0,"1","110","D",.,"A",100,"D","2","D"
"20091",1981032,52,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1982023,56,0,"1","200","D",1,"D",0,"D","2","D"
"20091",1982085,27,0,"1","100","D",.,"A",150,"D","2","D"
"20091",1982802,53,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1982802,54,0,"1","110","D",.,"A",1198,"D","2","D"
"20091",1982802,55,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1982802,56,0,"1","110","D",.,"A",1198,"D","2","D"
"20091",1982882,41,0,"1","110","D",.,"A",300,"D","2","D"
"20091",1983312,55,0,"1","100","D",1,"D",0,"D","2","D"
"20091",1983452,73,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1984283,31,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1984612,35,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1984762,24,0,"1","100","D",1,"D",0,"D","2","D"
"20091",1985262,41,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1985432,54,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1985562,44,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1985592,63,0,"1","110","D",.,"A",120,"D","2","D"
"20091",1985832,51,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1986112,28,0,"1","100","D",1,"D",0,"D","2","D"
"20091",1986322,29,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1986322,30,0,"1","110","D",.,"A",45,"D","2","D"
"20091",1986982,28,0,"1","100","D",.,"A",362,"D","2","D"
"20091",1987232,61,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1987472,61,0,"1","100","D",.,"A",170,"D","2","D"
"20091",1987902,69,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1987942,46,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1988282,27,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1988782,67,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1988854,20,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1989072,55,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1989702,49,0,"1","100","D",.,"A",81,"D","2","D"
"20091",1989942,55,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1989942,56,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1990022,36,0,"1","110","D",.,"A",.,"A","1","D"
"20091",1990322,49,0,"1","100","D",.,"A",200,"D","2","D"
"20091",1991502,48,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1993512,32,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1993823,49,0,"1","110","D",.,"A",30,"D","2","D"
"20091",1994412,71,0,"1","100","D",.,"A",.,"A","1","D"
"20091",1995452,34,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1928255,38,0,"1","100","D",.,"A",250,"D","2","D"
"20092",1928495,53,0,"1","100","D",.,"A",19,"D","2","D"
"20092",1928735,48,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1932775,78,0,"1","100","D",.,"A",210,"D","2","D"
"20092",1933765,29,0,"1","100","D",.,"A",300,"D","2","D"
"20092",1934725,78,0,"1","110","D",.,"A",.,"A","1","D"
"20092",1934725,79,0,"1","110","D",1,"D",0,"D","2","D"
"20092",1934725,80,0,"1","200","D",.,"A",.,"A","1","D"
"20092",1935025,65,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1936805,48,0,"1","100","D",1,"D",0,"D","2","D"
"20092",1937005,50,0,"1","120","D",.,"A",.,"A","1","D"
"20092",1937075,58,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1937685,53,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1939315,90,0,"1","100","D",.,"A",76,"D","2","D"
"20092",1939385,62,0,"1","100","D",0.5,"D",19,"D","2","D"
"20092",1939635,60,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1940605,69,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1942915,43,0,"1","110","D",.,"A",.,"A","1","D"
"20092",1943075,74,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1943215,64,0,"1","110","D",.,"A",700,"D","2","D"
"20092",1943655,37,0,"1","100","D",1,"D",0,"D","2","D"
"20092",1948995,97,0,"1","110","D",.,"A",.,"A","1","D"
"20092",1949245,47,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1949245,48,0,"1","110","D",.,"A",615,"D","2","D"
"20092",1949795,60,0,"1","110","D",.,"A",100,"D","2","D"
"20092",1950784,48,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1951294,50,0,"1","100","D",.,"A",30,"D","2","D"
"20092",1951945,51,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1952034,57,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1952704,72,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1952854,35,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1952854,36,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1953884,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1954215,47,0,"1","110","D",.,"A",150,"D","2","D"
"20092",1954514,64,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1954964,62,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1955434,68,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1956064,68,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1957714,57,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1957714,58,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1958484,41,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1961154,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1961924,72,0,"1","100","D",.,"A",41,"D","2","D"
"20092",1963364,39,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1963364,40,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1963614,35,0,"1","100","D",.,"A",125,"D","2","D"
"20092",1969144,64,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1971234,51,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1971874,67,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1972234,59,0,"1","100","D",0.9,"D",12,"D","2","D"
"20092",1972444,75,0,"1","110","D",.,"A",1200,"D","2","D"
"20092",1972674,67,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1972714,46,0,"1","200","D",.,"A",.,"A","1","D"
"20092",1974893,39,0,"1","100","D",.,"A",80,"D","2","D"
"20092",1975823,67,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1975853,44,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1976283,64,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1976983,24,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1977184,62,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1977283,39,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1977843,39,0,"1","100","D",.,"A",350,"D","2","D"
"20092",1978043,83,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1978533,43,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1979534,25,0,"1","110","D",.,"A",.,"A","1","D"
"20092",1979913,81,0,"1","110","D",.,"A",100,"D","2","D"
"20092",1979913,82,0,"1","110","D",.,"A",75,"D","2","D"
"20092",1980413,57,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1980903,48,0,"1","200","D",.,"A",.,"A","1","D"
"20092",1983183,74,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1986213,39,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1987173,50,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1987903,50,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1988855,21,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1989025,60,0,"1","110","D",.,"A",.,"A","1","D"
"20092",1989113,51,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1991503,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1992003,34,0,"1","100","D",1,"D",0,"D","2","D"
"20092",1993663,36,0,"1","110","D",.,"A",130,"D","2","D"
"20092",1994543,53,0,"1","150","D",.,"A",.,"A","1","D"
"20092",1994653,45,0,"1","100","D",.,"A",337,"D","2","D"
"20092",1995284,28,0,"1","100","D",.,"A",253,"F","2","D"
"20092",1995403,35,0,"1","100","D",1,"D",0,"D","2","D"
"20092",1995453,35,0,"1","100","D",.,"A",1000,"D","2","D"
"20092",1995582,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1995863,47,0,"1","100","D",.,"A",230,"D","2","D"
"20092",1995912,30,0,"1","100","D",.,"A",200,"D","2","D"
"20092",1996332,33,0,"1","100","D",1,"D",0,"D","2","D"
"20092",1996972,31,0,"1","100","D",.,"A",500,"D","2","D"
"20092",1997002,63,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1997194,44,0,"1","100","D",.,"A",421,"D","2","D"
"20092",1997454,36,0,"1","100","D",0.8,"D",15,"D","2","D"
"20092",1997552,39,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1998122,56,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1998202,67,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1998295,23,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1998742,49,0,"1","100","D",.,"A",75,"D","2","D"
"20092",1998742,50,0,"1","200","D",.,"A",220,"D","2","D"
"20092",1999244,55,0,"1","110","D",.,"A",1800,"D","2","D"
"20092",1999265,21,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1999274,51,0,"1","100","D",.,"A",300,"D","2","D"
"20092",1999633,34,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1999732,21,0,"1","100","D",.,"A",.,"A","1","D"
"20092",1999932,52,0,"1","100","D",.,"A",135,"D","2","D"
"20092",2000352,38,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2000492,27,0,"1","200","D",.,"A",59,"D","2","D"
"20092",2000583,23,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2000792,39,0,"1","100","D",.,"A",80,"D","2","D"
"20092",2001082,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2001235,51,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2001582,51,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2001742,71,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2001802,37,0,"1","100","D",.,"A",11,"D","2","D"
"20092",2002485,34,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2002704,42,0,"1","110","D",.,"A",100,"D","2","D"
"20092",2003132,25,0,"1","100","D",.,"A",200,"D","2","D"
"20092",2003452,46,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2003875,24,0,"1","110","D",.,"A",211,"D","2","D"
"20092",2004662,55,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2004944,25,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2004944,26,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2005212,52,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2005212,53,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2005462,65,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2005725,19,0,"1","100","D",0.5,"D",225,"D","2","D"
"20092",2005962,58,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2006422,37,0,"1","100","D",.,"A",42,"D","2","D"
"20092",2006702,44,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2006872,28,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2007213,33,0,"1","100","D",.,"A",200,"D","2","D"
"20092",2007283,44,0,"1","100","D",.,"A",100,"D","2","D"
"20092",2007302,62,0,"1","130","D",.,"A",.,"A","1","D"
"20092",2007612,38,0,"1","110","D",.,"A",273,"D","2","D"
"20092",2007962,31,0,"1","100","D",.,"A",889,"D","2","D"
"20092",2009512,22,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2009772,37,0,"1","100","D",.,"A",90,"D","2","D"
"20092",2009942,27,0,"1","100","D",.,"A",100,"D","2","D"
"20092",2009942,28,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2009942,29,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2009972,53,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010062,35,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010412,49,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010652,31,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010652,32,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010783,31,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2010942,53,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2011145,49,0,"1","200","D",.,"A",200,"D","2","D"
"20092",2011182,19,0,"1","100","D",.,"A",87,"D","2","D"
"20092",2012282,29,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2012402,39,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2013612,67,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2013622,42,0,"1","100","D",.,"A",300,"D","2","D"
"20092",2014002,42,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2014444,25,0,"1","100","D",.,"A",900,"D","2","D"
"20092",2014642,55,0,"1","100","D",.,"A",800,"D","2","D"
"20092",2015064,27,0,"1","100","D",.,"A",216,"D","2","D"
"20092",2015074,33,0,"1","100","D",1,"D",0,"D","2","D"
"20092",2016393,18,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2016402,50,0,"1","100","D",.,"A",.,"A","1","D"
"20092",2016932,38,0,"1","110","D",.,"A",.,"A","1","D"
"20092",2017562,24,0,"1","170","D",.,"A",.,"A","1","D"
"20092",2017692,70,0,"1","100","D",.,"A",136,"D","2","D"
"20092",2017923,28,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1951335,45,0,"1","100","D",.,"A",50,"D","2","D"
"20093",1952245,25,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1952275,32,0,"1","100","D",.,"A",30,"D","2","D"
"20093",1952705,76,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1952855,37,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1953885,38,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1954715,71,0,"1","100","D",.,"A",458,"D","2","D"
"20093",1955435,61,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1955715,114,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1957205,47,0,"1","110","D",.,"A",245,"D","2","D"
"20093",1957355,55,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1957855,30,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1959125,50,0,"1","200","D",.,"A",97,"D","2","D"
"20093",1959415,48,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1960035,42,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1961145,44,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1961155,63,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1961395,51,0,"1","160","D",.,"A",.,"A","1","D"
"20093",1961785,80,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1963365,42,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1963365,43,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1965025,40,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1965335,47,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1965875,56,0,"1","110","D",.,"A",134,"D","2","D"
"20093",1966875,59,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1966995,76,0,"1","100","D",.,"A",35,"D","2","D"
"20093",1967275,75,0,"1","100","D",.,"A",302,"D","2","D"
"20093",1968515,72,0,"1","100","D",.,"A",70,"D","2","D"
"20093",1968915,46,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1969195,52,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1970165,55,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1970255,52,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1971065,31,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1972715,44,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1973275,57,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1975414,40,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1975444,48,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1976154,89,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1977494,60,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1978224,53,0,"1","100","D",.,"A",300,"D","2","D"
"20093",1978274,37,0,"1","100","D",.,"A",150,"D","2","D"
"20093",1978424,71,0,"1","160","D",.,"A",.,"A","1","D"
"20093",1980524,54,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1980634,62,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1983184,73,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1983334,71,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1985325,41,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1987534,76,0,"1","100","D",1,"D",0,"D","2","D"
"20093",1987734,58,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1988205,21,0,"1","100","D",.,"A",37,"D","2","D"
"20093",1988284,41,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1988345,32,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1988804,43,0,"1","110","D",.,"A",130,"D","2","D"
"20093",1988894,49,0,"1","100","D",.,"A",50,"D","2","D"
"20093",1988914,45,0,"1","170","D",.,"A",.,"A","1","D"
"20093",1989944,50,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1989954,69,0,"1","110","D",.,"A",82,"D","2","D"
"20093",1991504,54,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1992664,73,0,"1","100","D",.,"A",100,"D","2","D"
"20093",1993124,49,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1993214,77,0,"1","100","D",.,"A",549,"D","2","D"
"20093",1996123,46,0,"1","110","D",.,"A",40,"D","2","D"
"20093",1997195,51,0,"1","100","D",.,"A",421,"D","2","D"
"20093",1997214,39,0,"1","100","D",.,"A",90,"D","2","D"
"20093",1997253,35,0,"1","110","D",.,"A",.,"A","1","D"
"20093",1997455,38,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1997473,54,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1997553,45,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1998043,33,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1999025,31,0,"1","170","D",.,"A",35,"D","2","D"
"20093",1999595,53,0,"1","100","D",.,"A",.,"A","1","D"
"20093",1999933,50,0,"1","100","D",.,"A",168,"D","2","D"
"20093",2000113,49,0,"1","100","D",.,"A",.,"A","1","D"
"20093",2003133,26,0,"1","100","D",.,"A",150,"D","2","D"
"20093",2003453,41,0,"1","100","D",.,"A",.,"A","1","D"
"20093",2004863,39,0,"1","100","D",.,"A",.,"A","1","D"
"20093",2005563,72,0,"1","160","D",.,"A",.,"A","1","D"
"20093",2006013,76,0,"1","100","D",.,"A",190,"D","2","D"
"20093",2006613,49,0,"1","100","D",.,"A",426,"D","2","D"
"20093",2006703,58,0,"1","100","D",.,"A",.,"A","1","D"
"20093",2006703,59,0,"1","100","D",.,"A",.,"A","1","D"
